narration,main_category,main_top3,sub_category,sub_top3,time_taken_sec
ServiceNow HRSD - HR Service Delivery Pro - License Renewal - 5000 Fulfiller Licenses,Software Licensing,Software Licensing (99.4%) | Others (0.4%) | Cybersecurity & Governance (0.1%),Enterprise Resource Planning,Enterprise Resource Planning (52.7%) | Human Capital Management (45.7%) | IT Service Management (1.2%),18.0642
LinkedIn Talent Solutions - Recruiter Corporate Licenses - Annual - Global TA Team,Software Licensing,Software Licensing (94.8%) | Others (3.9%) | Professional Services (0.7%),Human Capital Management,Human Capital Management (51.0%) | Enterprise Resource Planning (45.9%) | IT Service Management (1.6%),17.7092
ADP Workforce Now - Time & Attendance Module - Monthly Subscription - US Payroll,Software Licensing,Software Licensing (74.3%) | Others (24.5%) | Professional Services (0.6%),Enterprise Resource Planning,Enterprise Resource Planning (60.4%) | Human Capital Management (37.0%) | Development & DevOps Tools (1.1%),17.2611
Salesforce Sales Cloud Enterprise Edition - Annual Subscription - 650 Users - Renewal FY25,Software Licensing,Software Licensing (97.6%) | Others (1.8%) | Professional Services (0.2%),Customer Relationship Management,Customer Relationship Management (58.5%) | Enterprise Resource Planning (40.4%) | Collaboration & Productivity (0.5%),18.6335
Salesforce Service Cloud - Digital Engagement Add-on - Annual License - Customer Support,Software Licensing,Software Licensing (64.8%) | Managed Services & Support (22.9%) | Others (12.1%),IT Service Management,IT Service Management (38.4%) | Customer Relationship Management (32.5%) | Enterprise Resource Planning (27.8%),16.8585
Salesforce CPQ - Annual Subscription - Sales Operations - Global Entity,Software Licensing,Software Licensing (80.2%) | Others (18.6%) | Professional Services (0.6%),Enterprise Resource Planning,Enterprise Resource Planning (89.1%) | Customer Relationship Management (8.6%) | IT Service Management (1.3%),16.833
Salesforce Platform - Shield Encryption & Event Monitoring - Annual Add-on,Cybersecurity & Governance,Cybersecurity & Governance (76.1%) | Software Licensing (10.0%) | Others (8.6%),Cloud Security,Cloud Security (99.8%) | Identity & Access Management (0.1%) | Code Quality & Security (0.0%),16.1688
HubSpot Marketing Hub Enterprise - Annual Subscription - 10000 Contacts - Marketing Ops,Software Licensing,Software Licensing (75.1%) | Others (23.0%) | Professional Services (0.9%),Enterprise Resource Planning,Enterprise Resource Planning (66.8%) | Customer Relationship Management (30.2%) | Collaboration & Productivity (1.5%),17.5955
Microsoft Dynamics 365 Sales Enterprise - Annual Subscription - 400 Users,Software Licensing,Software Licensing (85.9%) | Others (12.6%) | Professional Services (0.5%),Enterprise Resource Planning,Enterprise Resource Planning (62.8%) | Customer Relationship Management (37.0%) | Human Capital Management (0.1%),17.474
Zendesk Suite Enterprise - Annual Subscription - Customer Support - 150 Agents - Global,Software Licensing,Software Licensing (64.3%) | Managed Services & Support (20.4%) | Others (14.5%),Enterprise Resource Planning,Enterprise Resource Planning (52.8%) | IT Service Management (39.8%) | Customer Relationship Management (6.4%),17.5075
Gainsight CS - Customer Success Platform - Annual Subscription - FY25,Software Licensing,Software Licensing (86.4%) | Others (12.7%) | Professional Services (0.5%),Enterprise Resource Planning,Enterprise Resource Planning (84.0%) | Customer Relationship Management (12.2%) | Collaboration & Productivity (2.8%),17.0436
Amazon Web Services (AWS) - EC2 & RDS & S3 Usage - Production Account 9821-Prod - Jan 2025 Invoice,Cloud & Infrastructure,Cloud & Infrastructure (91.4%) | Integration & Middleware (3.1%) | Others (3.1%),Public Cloud Consumption,Public Cloud Consumption (96.5%) | Data Platform & Storage (3.5%) | Container & Orchestration (0.0%),18.8478
AWS - Data Transfer & CloudFront Charges - Global E-Commerce Workload - Dec 2024,Cloud & Infrastructure,Cloud & Infrastructure (57.3%) | Others (30.2%) | Integration & Middleware (3.1%),Public Cloud Consumption,Public Cloud Consumption (98.8%) | CDN & Edge Services (0.6%) | Data Platform & Storage (0.6%),17.3116
AWS Business Support Plan - Monthly Fees - Enterprise Account - Jan 2025,Managed Services & Support,Managed Services & Support (74.6%) | Software Licensing (17.4%) | Others (6.4%),Maintenance & Support Fees,Maintenance & Support Fees (72.7%) | Operational Support (22.9%) | Application Managed Services (3.9%),16.5965
Microsoft Azure - Consumption Charges - Pay-As-You-Go - Subscription ID AZR-PROD-001 - Dec 2024,Cloud & Infrastructure,Cloud & Infrastructure (45.2%) | Software Licensing (27.8%) | Others (19.9%),Public Cloud Consumption,Public Cloud Consumption (100.0%) | Data Platform & Storage (0.0%) | Container & Orchestration (0.0%),18.5864
Microsoft Azure - Reserved Instances - 1 Year - D-Series VMs - Finance Workload - Prepayment,Cloud & Infrastructure,Cloud & Infrastructure (55.6%) | Others (30.6%) | Software Licensing (10.2%),Public Cloud Consumption,Public Cloud Consumption (100.0%) | Data Platform & Storage (0.0%) | Container & Orchestration (0.0%),17.2372
Google Cloud Platform (GCP) - BigQuery & GKE & Cloud Storage - Project analytics-prod - Dec 2024,Cloud & Infrastructure,Cloud & Infrastructure (92.1%) | Integration & Middleware (3.0%) | Others (2.8%),Data Platform & Storage,Data Platform & Storage (99.8%) | Public Cloud Consumption (0.2%) | Container & Orchestration (0.1%),18.2068
AWS Marketplace - Snowflake Private Listing - Credit Consumption - Q4 FY24,Software Licensing,Software Licensing (65.0%) | Others (30.3%) | Cybersecurity & Governance (1.4%),Enterprise Resource Planning,Enterprise Resource Planning (88.4%) | IT Service Management (6.4%) | Development & DevOps Tools (2.2%),17.7466
Azure - Microsoft Defender for Cloud - Monthly Usage - All Subscriptions,Cybersecurity & Governance,Cybersecurity & Governance (86.5%) | Software Licensing (8.4%) | Others (2.5%),Cloud Security,Cloud Security (100.0%) | Identity & Access Management (0.0%) | Endpoint Protection (0.0%),16.2049
AWS - Direct Connect - 10Gbps Port - US-East-1 - Monthly Recurring Charge - FY25,Cloud & Infrastructure,Cloud & Infrastructure (51.8%) | Others (38.2%) | Software Licensing (4.1%),Public Cloud Consumption,Public Cloud Consumption (100.0%) | Data Platform & Storage (0.0%) | Container & Orchestration (0.0%),17.6905
GCP - Workspace Enterprise Plus - Annual Commitment - 9000 Users - Global,Software Licensing,Software Licensing (84.5%) | Others (14.7%) | Cybersecurity & Governance (0.3%),Enterprise Resource Planning,Enterprise Resource Planning (98.2%) | IT Service Management (0.8%) | Collaboration & Productivity (0.5%),17.543
Microsoft 365 E5 License - Annual Subscription - 9200 Users - Global - FY25 Renewal,Software Licensing,Software Licensing (99.5%) | Others (0.2%) | Cybersecurity & Governance (0.1%),Enterprise Resource Planning,Enterprise Resource Planning (98.2%) | IT Service Management (0.9%) | Collaboration & Productivity (0.6%),18.1381
Microsoft 365 E3 to E5 Step-up - License True-up - 1200 Users - Q4 FY24,Software Licensing,Software Licensing (99.3%) | Others (0.2%) | Cybersecurity & Governance (0.2%),Enterprise Resource Planning,Enterprise Resource Planning (86.6%) | Collaboration & Productivity (10.7%) | IT Service Management (1.8%),18.3781
Microsoft Teams Phone System - Calling Plan - 800 Users - Monthly - Dec 2024,Software Licensing,Software Licensing (62.3%) | Others (33.9%) | Cybersecurity & Governance (1.8%),Collaboration & Productivity,Collaboration & Productivity (68.8%) | Enterprise Resource Planning (28.1%) | IT Service Management (2.4%),17.7812
Zoom Business - Annual Subscription - 1000 Hosts - Enterprise - FY25 Renewal,Software Licensing,Software Licensing (89.8%) | Others (9.6%) | Professional Services (0.2%),Enterprise Resource Planning,Enterprise Resource Planning (97.3%) | IT Service Management (1.7%) | Collaboration & Productivity (0.7%),17.5704
Zoom Webinar Add-on - 1000 Attendees - Annual License - Marketing Events,Software Licensing,Software Licensing (98.9%) | Others (0.7%) | Cybersecurity & Governance (0.2%),Enterprise Resource Planning,Enterprise Resource Planning (90.2%) | Collaboration & Productivity (6.5%) | IT Service Management (1.8%),17.4312
Slack Enterprise Grid - Annual Subscription - 8500 Active Users - Global - FY25,Software Licensing,Software Licensing (90.5%) | Others (8.7%) | Professional Services (0.4%),Enterprise Resource Planning,Enterprise Resource Planning (93.1%) | IT Service Management (3.4%) | Collaboration & Productivity (3.0%),17.4825
Google Workspace Enterprise Standard - 500 Users - Marketing Agency Subsidiary - Annual,Software Licensing,Software Licensing (81.1%) | Others (14.4%) | Professional Services (2.0%),Enterprise Resource Planning,Enterprise Resource Planning (59.9%) | Collaboration & Productivity (36.0%) | IT Service Management (2.2%),17.5744
Dropbox Business Advanced - Annual Subscription - 300 Users - Design Team,Software Licensing,Software Licensing (82.4%) | Others (16.0%) | Professional Services (0.8%),Enterprise Resource Planning,Enterprise Resource Planning (50.6%) | Collaboration & Productivity (44.6%) | IT Service Management (3.8%),18.7488
Adobe Creative Cloud All Apps - Enterprise License - 250 Seats - Creative Ops - FY25,Software Licensing,Software Licensing (99.6%) | Others (0.2%) | Professional Services (0.1%),Enterprise Resource Planning,Enterprise Resource Planning (72.0%) | Collaboration & Productivity (22.1%) | Development & DevOps Tools (2.8%),20.0234
DocuSign eSignature Business Pro - Envelope Usage Overage - Q4 2024 - Legal & Sales,Software Licensing,Software Licensing (63.1%) | Others (30.0%) | Cybersecurity & Governance (3.1%),Enterprise Resource Planning,Enterprise Resource Planning (77.5%) | Collaboration & Productivity (15.3%) | Customer Relationship Management (3.0%),21.6639
ServiceNow ITSM Professional - Annual Subscription - 1200 Fulfiller Users - Global IT,Software Licensing,Software Licensing (87.4%) | Others (11.4%) | Professional Services (0.5%),IT Service Management,IT Service Management (63.9%) | Enterprise Resource Planning (35.8%) | Human Capital Management (0.1%),20.1037
ServiceNow ITOM - Discovery & Event Management - Subscription - FY25,Software Licensing,Software Licensing (71.0%) | Others (23.6%) | Managed Services & Support (3.1%),Enterprise Resource Planning,Enterprise Resource Planning (53.5%) | IT Service Management (42.9%) | Collaboration & Productivity (1.4%),18.9769
ServiceNow SecOps - Security Incident Response Module - Annual License Add-on,Software Licensing,Software Licensing (66.3%) | Cybersecurity & Governance (27.8%) | Others (5.1%),IT Service Management,IT Service Management (80.9%) | Enterprise Resource Planning (17.9%) | Human Capital Management (1.0%),18.4866
Atlassian Jira Software Cloud Premium - Annual Subscription - 1200 Users - Engineering,Software Licensing,Software Licensing (85.1%) | Others (14.0%) | Professional Services (0.4%),Development & DevOps Tools,Development & DevOps Tools (43.9%) | Enterprise Resource Planning (30.8%) | Collaboration & Productivity (22.6%),17.7688
Atlassian Confluence Cloud Premium - Annual Subscription - 2000 Users - Global,Software Licensing,Software Licensing (71.3%) | Others (27.3%) | Professional Services (0.4%),Collaboration & Productivity,Collaboration & Productivity (75.9%) | Enterprise Resource Planning (21.8%) | IT Service Management (1.3%),17.4271
Atlassian Jira Service Management Cloud - 150 Agents - Annual - IT Support,Managed Services & Support,Managed Services & Support (75.2%) | Others (18.3%) | Software Licensing (4.2%),Operational Support,Operational Support (70.3%) | L2/L3 Technical Support (24.9%) | Application Managed Services (3.6%),16.5281
PagerDuty Enterprise - Incident Management Platform - Annual Subscription - 200 Users,Software Licensing,Software Licensing (83.4%) | Others (14.4%) | Managed Services & Support (1.5%),IT Service Management,IT Service Management (83.5%) | Enterprise Resource Planning (14.8%) | Human Capital Management (1.3%),17.5082
New Relic - Full Stack Observability - Data Ingest - Pro Edition - Monthly Overage - Nov 2024,Software Licensing,Software Licensing (63.6%) | Others (32.2%) | Managed Services & Support (1.7%),Enterprise Resource Planning,Enterprise Resource Planning (85.3%) | Development & DevOps Tools (8.5%) | IT Service Management (2.5%),18.5204
Datadog Pro - Infrastructure & APM - Host Usage - Prod Environment - Monthly - Dec 2024,Cloud & Infrastructure,Cloud & Infrastructure (63.0%) | Others (14.2%) | Software Licensing (11.3%),Public Cloud Consumption,Public Cloud Consumption (66.6%) | Container & Orchestration (33.1%) | Data Platform & Storage (0.2%),17.4791
Splunk Cloud Platform - Workload Pricing - 300GB Daily Ingest - Annual Commitment,Software Licensing,Software Licensing (55.4%) | Others (33.1%) | Cloud & Infrastructure (6.3%),Enterprise Resource Planning,Enterprise Resource Planning (90.2%) | Business Intelligence & Analytics (4.3%) | Collaboration & Productivity (1.7%),17.8835
Okta Workforce Identity - SSO & MFA - Enterprise Edition - 9000 Users - Annual - FY25 Renewal,Software Licensing,Software Licensing (96.0%) | Others (3.0%) | Professional Services (0.5%),Enterprise Resource Planning,Enterprise Resource Planning (84.8%) | Human Capital Management (13.9%) | IT Service Management (0.8%),18.7667
Okta Customer Identity (Auth0) - MAU Overage - 500K MAU - Q4 2024 - E-Commerce Platform,Software Licensing,Software Licensing (59.0%) | Others (29.5%) | Managed Services & Support (3.9%),Enterprise Resource Planning,Enterprise Resource Planning (94.6%) | IT Service Management (1.8%) | Collaboration & Productivity (1.6%),19.0622
CrowdStrike Falcon Complete - Endpoint Protection - 9500 Endpoints - Annual - Global,Software Licensing,Software Licensing (69.6%) | Cybersecurity & Governance (16.5%) | Others (13.2%),Enterprise Resource Planning,Enterprise Resource Planning (96.9%) | Collaboration & Productivity (1.3%) | IT Service Management (0.9%),17.6149
Palo Alto Prisma Access - SASE Solution - 8000 Users - Annual Subscription - FY25,Software Licensing,Software Licensing (82.6%) | Others (15.6%) | Cybersecurity & Governance (0.9%),Enterprise Resource Planning,Enterprise Resource Planning (93.9%) | IT Service Management (4.0%) | Collaboration & Productivity (0.9%),18.1574
Zscaler Internet Access (ZIA) Professional - Annual Subscription - 9000 Users - Renewal,Software Licensing,Software Licensing (90.7%) | Others (7.6%) | Cybersecurity & Governance (1.1%),Enterprise Resource Planning,Enterprise Resource Planning (97.4%) | IT Service Management (1.3%) | Collaboration & Productivity (0.7%),17.9984
CyberArk Privileged Access Manager - Annual Maintenance & Support - FY25,Managed Services & Support,Managed Services & Support (74.1%) | Cybersecurity & Governance (16.8%) | Software Licensing (6.2%),Maintenance & Support Fees,Maintenance & Support Fees (71.9%) | Operational Support (25.7%) | Application Managed Services (2.2%),16.2668
SailPoint IdentityIQ - Identity Governance - Annual Subscription - 9000 Identities,Cybersecurity & Governance,Cybersecurity & Governance (62.9%) | Software Licensing (36.7%) | Cloud & Infrastructure (0.1%),Identity & Access Management,Identity & Access Management (100.0%) | Endpoint Protection (0.0%) | Vulnerability Management (0.0%),16.6136
Microsoft Entra ID P2 - Add-on to M365 E3 - 9200 Users - Annual - Identity Protection,Software Licensing,Software Licensing (41.0%) | Cybersecurity & Governance (35.9%) | Others (19.7%),Enterprise Resource Planning,Enterprise Resource Planning (81.5%) | Collaboration & Productivity (13.2%) | IT Service Management (3.1%),18.6085
Varonis Data Security Platform - Annual License - Data Classification & DLP - Global,Software Licensing,Software Licensing (90.7%) | Cybersecurity & Governance (7.8%) | Others (1.3%),Enterprise Resource Planning,Enterprise Resource Planning (96.3%) | Collaboration & Productivity (1.2%) | IT Service Management (1.1%),16.451
Proofpoint Email Protection - Advanced Threat Protection - 9200 Users - Annual - FY25,Software Licensing,Software Licensing (52.5%) | Cybersecurity & Governance (39.4%) | Others (7.0%),Enterprise Resource Planning,Enterprise Resource Planning (94.8%) | Collaboration & Productivity (2.8%) | IT Service Management (1.4%),13.8581
KnowBe4 Security Awareness Training - Diamond Tier - 9000 Users - Annual Subscription,Software Licensing,Software Licensing (62.6%) | Cybersecurity & Governance (36.5%) | Others (0.8%),Enterprise Resource Planning,Enterprise Resource Planning (97.2%) | Customer Relationship Management (0.8%) | Collaboration & Productivity (0.7%),14.1809
Qualys Vulnerability Management - Enterprise Edition - 5000 IPs - Annual - FY25,Cybersecurity & Governance,Cybersecurity & Governance (60.2%) | Software Licensing (37.1%) | Others (1.8%),Vulnerability Management,Vulnerability Management (100.0%) | Endpoint Protection (0.0%) | Identity & Access Management (0.0%),13.0334
Tenable.io Vulnerability Management - Annual License - 4000 Assets - Global IT,Software Licensing,Software Licensing (84.2%) | Cybersecurity & Governance (14.5%) | Others (1.0%),Enterprise Resource Planning,Enterprise Resource Planning (88.3%) | IT Service Management (8.6%) | Collaboration & Productivity (1.7%),13.2555
OneTrust Privacy Management - Cookie Consent & Data Mapping - Annual - Compliance,Software Licensing,Software Licensing (62.9%) | Others (18.7%) | Cybersecurity & Governance (10.8%),Enterprise Resource Planning,Enterprise Resource Planning (80.8%) | Collaboration & Productivity (7.5%) | IT Service Management (4.5%),16.0048
Snowflake Enterprise Edition - Credit Consumption - On-Demand - Warehouse: ANALYTICS_WH - Dec 2024,Software Licensing,Software Licensing (64.2%) | Others (32.2%) | Cybersecurity & Governance (1.8%),Enterprise Resource Planning,Enterprise Resource Planning (62.6%) | Business Intelligence & Analytics (34.6%) | Collaboration & Productivity (1.4%),14.6331
Snowflake - Snowpipe & Storage Usage - Monthly - Nov 2024 - Data Platform Team,Others,Others (56.1%) | Software Licensing (19.9%) | Cloud & Infrastructure (13.6%),Snowpipe,"N/A (dynamically generated, not a closed-set probability)",10.7177
Databricks Lakehouse Platform - DBU Consumption - Premium Tier - Workspace: prod-analytics - Dec 24,Others,Others (37.1%) | Cloud & Infrastructure (25.1%) | Software Licensing (24.8%),Storage,"N/A (dynamically generated, not a closed-set probability)",10.653
Informatica Intelligent Data Management Cloud (IDMC) - Annual Subscription - Data Integration,Software Licensing,Software Licensing (70.3%) | Others (25.3%) | Integration & Middleware (2.1%),Enterprise Resource Planning,Enterprise Resource Planning (67.5%) | Business Intelligence & Analytics (29.6%) | Collaboration & Productivity (1.6%),12.921
Tableau Cloud - Creator & Explorer Licenses - Annual Subscription - 300 Users - BI Team - FY25,Software Licensing,Software Licensing (96.7%) | Others (2.8%) | Professional Services (0.2%),Business Intelligence & Analytics,Business Intelligence & Analytics (68.4%) | Enterprise Resource Planning (26.6%) | Collaboration & Productivity (4.0%),14.1466
Microsoft Power BI Pro - Per User License - 1200 Users - Annual - FY25,Software Licensing,Software Licensing (99.4%) | Others (0.3%) | Cybersecurity & Governance (0.1%),Business Intelligence & Analytics,Business Intelligence & Analytics (69.2%) | Enterprise Resource Planning (28.9%) | Collaboration & Productivity (1.5%),13.7512
Microsoft Power BI Premium Per Capacity - P2 - Monthly - Analytics COE,Software Licensing,Software Licensing (68.0%) | Others (27.9%) | Cloud & Infrastructure (1.4%),Business Intelligence & Analytics,Business Intelligence & Analytics (82.9%) | Enterprise Resource Planning (15.7%) | Collaboration & Productivity (1.0%),12.9939
MuleSoft Anypoint Platform - Gold Tier - Annual Subscription - Integration - 10M Transactions,Software Licensing,Software Licensing (66.0%) | Integration & Middleware (33.2%) | Managed Services & Support (0.4%),Enterprise Resource Planning,Enterprise Resource Planning (96.8%) | Collaboration & Productivity (1.1%) | Customer Relationship Management (0.9%),13.5793
Dell Boomi Integration - Professional Plus - Connection Overage - FY25,Software Licensing,Software Licensing (48.4%) | Others (33.4%) | Integration & Middleware (10.2%),Enterprise Resource Planning,Enterprise Resource Planning (85.2%) | Collaboration & Productivity (8.0%) | Development & DevOps Tools (2.7%),12.8911
Confluent Cloud - Dedicated Cluster - Kafka - Usage Charges - Dec 2024 - Event Streaming,Cloud & Infrastructure,Cloud & Infrastructure (71.1%) | Others (25.6%) | Integration & Middleware (1.1%),Public Cloud Consumption,Public Cloud Consumption (99.9%) | Data Platform & Storage (0.1%) | Container & Orchestration (0.0%),13.5487
Fivetran - Enterprise Tier - MAR Consumption - Dec 2024 - Data Ingestion Pipeline,Software Licensing,Software Licensing (45.4%) | Others (36.4%) | Cloud & Infrastructure (6.8%),Enterprise Resource Planning,Enterprise Resource Planning (94.3%) | Customer Relationship Management (1.7%) | Collaboration & Productivity (1.4%),13.8923
Alteryx Designer - Enterprise License - Annual Subscription - 50 Users - Data Science,Software Licensing,Software Licensing (99.7%) | Others (0.2%) | Professional Services (0.1%),Enterprise Resource Planning,Enterprise Resource Planning (65.5%) | Business Intelligence & Analytics (33.9%) | Collaboration & Productivity (0.3%),13.3006
GitHub Enterprise Cloud - Annual Subscription - 800 Users - Engineering - FY25 Renewal,Software Licensing,Software Licensing (94.4%) | Others (4.5%) | Managed Services & Support (0.4%),Development & DevOps Tools,Development & DevOps Tools (36.5%) | Enterprise Resource Planning (32.3%) | Collaboration & Productivity (26.9%),14.0542
GitLab Ultimate Self-Managed - Annual Subscription - 600 Users - DevSecOps Platform,Software Licensing,Software Licensing (89.6%) | Others (9.2%) | Cybersecurity & Governance (0.4%),Development & DevOps Tools,Development & DevOps Tools (79.8%) | Enterprise Resource Planning (18.4%) | Collaboration & Productivity (0.8%),13.6422
JetBrains All Products Pack - Annual Subscription - 150 Users - Engineering Team,Software Licensing,Software Licensing (98.7%) | Others (1.0%) | Professional Services (0.2%),Enterprise Resource Planning,Enterprise Resource Planning (68.1%) | Development & DevOps Tools (30.6%) | IT Service Management (0.9%),13.7915
Docker Business - Annual Subscription - 500 Developers - Container Platform,Software Licensing,Software Licensing (78.6%) | Others (20.8%) | Professional Services (0.3%),Enterprise Resource Planning,Enterprise Resource Planning (62.5%) | Development & DevOps Tools (36.5%) | IT Service Management (0.6%),13.0982
SonarQube Enterprise Edition - Annual License - Code Quality & Security - 5M LOC,Software Licensing,Software Licensing (99.7%) | Cybersecurity & Governance (0.2%) | Others (0.0%),Development & DevOps Tools,Development & DevOps Tools (81.6%) | Enterprise Resource Planning (16.7%) | IT Service Management (1.4%),13.3005
Snyk - Developer Security Platform - Annual Subscription - 500 Developers - AppSec,Software Licensing,Software Licensing (76.3%) | Others (14.3%) | Cybersecurity & Governance (8.8%),Development & DevOps Tools,Development & DevOps Tools (73.3%) | Enterprise Resource Planning (26.1%) | IT Service Management (0.2%),13.8957
JFrog Artifactory Cloud Enterprise - Annual Subscription - Artifact Management - FY25,Software Licensing,Software Licensing (74.2%) | Others (25.1%) | Professional Services (0.2%),Development & DevOps Tools,Development & DevOps Tools (69.0%) | Enterprise Resource Planning (29.0%) | Collaboration & Productivity (0.9%),13.6628
HashiCorp Vault & Terraform Cloud - Enterprise License - Infrastructure Automation,Software Licensing,Software Licensing (96.9%) | Others (2.7%) | Cloud & Infrastructure (0.2%),Development & DevOps Tools,Development & DevOps Tools (70.0%) | IT Service Management (17.8%) | Enterprise Resource Planning (12.1%),13.2014
Kubernetes Support - Red Hat OpenShift Platform Plus - Annual Subscription - 100 Cores,Software Licensing,Software Licensing (48.4%) | Managed Services & Support (30.6%) | Others (17.2%),Enterprise Resource Planning,Enterprise Resource Planning (92.8%) | Development & DevOps Tools (4.3%) | IT Service Management (2.2%),13.4209
Postman Enterprise - API Platform - Annual Subscription - 400 Users - Integration Team,Software Licensing,Software Licensing (84.0%) | Others (12.7%) | Professional Services (1.8%),Enterprise Resource Planning,Enterprise Resource Planning (95.7%) | IT Service Management (1.6%) | Development & DevOps Tools (1.5%),13.4957
BlackLine Financial Close Management - Annual Subscription - Finance - FY25 Renewal,Software Licensing,Software Licensing (99.6%) | Others (0.2%) | Professional Services (0.1%),Enterprise Resource Planning,Enterprise Resource Planning (95.1%) | Collaboration & Productivity (2.3%) | IT Service Management (1.9%),13.1071
BlackLine Accounts Reconciliation - Transaction Matching Add-on - Annual,Software Licensing,Software Licensing (69.7%) | Others (28.5%) | Cybersecurity & Governance (0.9%),Enterprise Resource Planning,Enterprise Resource Planning (95.1%) | Collaboration & Productivity (2.0%) | IT Service Management (1.8%),12.9065
Coupa Business Spend Management - P2P & Expenses - Annual Subscription - 2000 Users,Software Licensing,Software Licensing (84.9%) | Others (13.8%) | Cybersecurity & Governance (0.5%),Enterprise Resource Planning,Enterprise Resource Planning (95.8%) | IT Service Management (1.9%) | Collaboration & Productivity (1.4%),13.6047
Avalara AvaTax - Sales Tax Automation - Transaction Overage - Q4 2024 - E-Commerce US,Others,Others (58.4%) | Software Licensing (29.9%) | Managed Services & Support (4.2%),Transaction Overage,"N/A (dynamically generated, not a closed-set probability)",10.6648
